sentence,entities,entities_spans,label
"The butter flavoring additive, diacetyl (DA), can cause bronchiolitis obliterans (BO) by inhalation.","[('bronchiolitis obliterans', 'DISE')]","[(56, 80, 'DISE')]",1
"FLUORIDE although not essential, helps prevent TOOTH DECAY by forming a compound with Ca (CaF 2 ), which stabilizes the mineral matrix in teeth.","[('TOOTH DECAY', 'DISE'), ('FLUORIDE', 'DRUG')]","[(47, 58, 'DISE'), (0, 8, 'DRUG')]",2
"Hypoglycemia can be a serious side effect of etanercept in patients already on antidiabetic medications known to cause hypoglycemia, such as sulfonylureas, meglitinides, and insulin.","[('meglitinides', 'DRUG'), ('hypoglycemia', 'DISE')]","[(156, 168, 'DRUG'), (119, 131, 'DISE')]",1
b  Treatment of CHRONIC HEPATITIS C VIRUS (HCV INFECTION)  >    Concomitant Therapy with Interferon Alfa 2b (Intron ®  A) and RIBAVIRIN  Sub Q:  Children ≥3 years of age: Interferon alfa 2b 3 million units 3 times weekly.,"[('CHRONIC HEPATITIS C VIRUS (HCV INFECTION)', 'DISE'), ('RIBAVIRIN', 'DRUG')]","[(16, 57, 'DISE'), (126, 135, 'DRUG')]",2
"OCTREOTIDE ACETATE    (                audio )  A synthetic drug that mimics the action of somatostatin and is used in treating ACROMEGALY carcinoid tumors, vasoactive intestil peptide tumors, pancreatitis, and gastrointestil bleeding.","[('ACROMEGALY', 'DISE'), ('OCTREOTIDE ACETATE', 'DRUG')]","[(128, 138, 'DISE'), (0, 18, 'DRUG')]",2
"This case suggests that BH-AC, a derivative of cytosine arabinoside (1-beta-D-arabinofuranosylcytosine) could be a cause of reversible encephalopathy syndrome.","[('BH-AC', 'DRUG'), ('encephalopathy syndrome', 'DISE')]","[(24, 29, 'DRUG'), (135, 158, 'DISE')]",1
Our previous study has shown beneficial effects of walnuts on memory and learning skills in transgenic mouse model of Alzheimer's disease (AD-tg).,"[('walnuts', 'FOOD'), (""Alzheimer's disease"", 'DISE')]","[(51, 58, 'FOOD'), (118, 137, 'DISE')]",2
"In one patient, treatment with DCA was associated with a decrease in blood lactate levels from 11.2 mM before treatment to 0.8 mM 16 h later.","[('DCA', 'DRUG'), ('decrease in blood lactate levels', 'DISE')]","[(31, 34, 'DRUG'), (57, 89, 'DISE')]",1
GRANULOMA INGUILE  (Donovanosis)  GRANULOMA INGUILE is a progressive infection of genital skin caused by  CALYMMATOBACTERIUM GRANULOMATIS,"[('GRANULOMA INGUILE', 'DISE'), ('CALYMMATOBACTERIUM GRANULOMATIS', 'SYMP')]","[(0, 19, 'DISE'), (110, 141, 'SYMP')]",1
DISCUSSION: The occurrence of priapism in our patient was related to zuclopenthixol.,"[('zuclopenthixol', 'DRUG'), ('priapism', 'DISE')]","[(69, 83, 'DRUG'), (30, 38, 'DISE')]",1
"CONCLUSION: While thrombosis has been reported with GnRH-a therapy in men with prostate cancer, its association with treatment in this benign case may have been a consequence of the massive tumor size.","[('GnRH-a', 'DRUG'), ('thrombosis', 'DISE')]","[(52, 58, 'DRUG'), (18, 28, 'DISE')]",1
"When the acute manic state is characterized by marked psychotic symptoms and intense anxiety, it may be associated with increased vulnerability to the development of severe lithium neurotoxicity.","[('lithium', 'DRUG'), ('psychotic symptoms', 'DISE')]","[(173, 180, 'DRUG'), (54, 72, 'DISE')]",1
Of particular mention is CO EXISTING THYROID DISEASE where episodes of hypothyroidism may precipitate a SEVERE EXACERBATION,"[('SEVERE EXACERBATION', 'DISE'), ('CO EXISTING THYROID DISEASE', 'DRUG')]","[(104, 131, 'DISE'), (25, 52, 'DRUG')]",0
Reports of colonic perforation as a result of the administration of calcium polystyrene sulfonate and sorbitol are rare.,"[('calcium polystyrene sulfonate', 'DRUG'), ('colonic perforation', 'DISE')]","[(68, 97, 'DRUG'), (11, 30, 'DISE')]",1
"THE BALANCE study is a 650-patient Phase III, global, multi-center, randomized, placebo-controlled , double-blind, study of LIXIVAPTAN for HYPOTREMIA in patients with heart failure.","[('HYPOTREMIA', 'DISE'), ('LIXIVAPTAN', 'DRUG')]","[(139, 151, 'DISE'), (124, 134, 'DRUG')]",2
"b  Advanced PULMORY AND EXTRAPULMORY TUBERCULOSIS  Systemically as adjunctive therapy with effective antimycobacterial agents (e.g., streptomycin, ISONIAZID to suppress manifestations related to the host's inflammatory response to the bacillus ( Mycobacterium tuberculosis ) and ameliorate complications in severe pulmory or extrapulmory tuberculosis.","[('PULMORY AND EXTRAPULMORY TUBERCULOSIS', 'DISE'), ('ISONIAZID', 'DRUG')]","[(12, 53, 'DISE'), (151, 160, 'DRUG')]",2
The outcome of magnetic resonce spectroscopic studies assessing the ability of riluzole to retard the rate of neurol loss in patients with ALS may be of considerable interest in clarifying the biological effects of RILUZOLE in the treatment of ALS (4).,"[('ALS', 'DISE'), ('RILUZOLE', 'DRUG')]","[(143, 146, 'DISE'), (219, 227, 'DRUG')]",0
"43   In the case of decompensated DIC in which bleeding is the major clinical manifestation, HEPARIN may significantly exacerbate the bleeding and is therefore generally not indicated.","[('DIC', 'DISE'), ('HEPARIN', 'SYMP')]","[(34, 37, 'DISE'), (93, 100, 'SYMP')]",1
"Pasteurella multocida causes fowl cholera, a highly contagious and severe disease in chickens and water fowls.","[('cholera', 'DISE'), ('water', 'FOOD')]","[(34, 41, 'DISE'), (98, 103, 'FOOD')]",0
Toxic epidermal necrolysis resulted after 19 days of treatment with 5-fluorocytosine and amphotericin B.,"[('5-fluorocytosine', 'DRUG'), ('Toxic epidermal necrolysis', 'DISE')]","[(68, 84, 'DRUG'), (0, 26, 'DISE')]",1
A 3-week-old infant presenting with JAUNDICE and an abdomil mass was found to have juvenile ADENOCARCINOMA OF THE PANCREAS (pancreatoblastoma,"[('JAUNDICE', 'DISE'), ('ADENOCARCINOMA OF THE PANCREAS', 'SYMP')]","[(36, 44, 'DISE'), (94, 124, 'SYMP')]",1
"And for GLAUCOMATOUS PAINFUL BLIND EYE and some cases of GLAUCOMA Cyclocryotherapy for ciliary body ablation could be considered to be performed.[28] [edit] Veteriry implant  TR BioSurgical has commercialized a new implant specifically for veteriry medicine, called TR ClarifEYE.","[('GLAUCOMATOUS PAINFUL BLIND EYE', 'DISE'), ('GLAUCOMA', 'SYMP')]","[(8, 38, 'DISE'), (8, 16, 'SYMP')]",1
A second episode of jaundice followed the intravaginal administration of a mixture of furazolidone and nifuroxime.,"[('nifuroxime', 'DRUG'), ('jaundice', 'DISE')]","[(103, 113, 'DRUG'), (20, 28, 'DISE')]",1
"During IRL the rate of rise of spontaneous diaphragm EMG increased, and there was a progressive HYPERCAPNIC ACIDOSIS and hypoxemia, indicating VENTILATORY FAILURE","[('HYPERCAPNIC ACIDOSIS', 'DISE'), ('VENTILATORY FAILURE', 'SYMP')]","[(96, 116, 'DISE'), (143, 162, 'SYMP')]",1
"Thirty-six patients with AL received, in a three-month period, 51 cycles of combined chemotherapy which included, in all of them, cytosine arabinoside (ARA-C); among them, along with myelosuppression, five experienced fever, infectious complications, gastrointestinal tract symptoms and severe myalgias.","[('cytosine arabinoside', 'DRUG'), ('infectious complications', 'DISE')]","[(130, 150, 'DRUG'), (225, 249, 'DISE')]",1
Fruit and vegetable intake has been associated with a reduced risk of cardiovascular disease.,"[('Fruit', 'FOOD'), ('cardiovascular disease', 'DISE')]","[(0, 5, 'FOOD'), (70, 92, 'DISE')]",2
The Naranjo probability scale indicated a probable relationship between apnea and exposure to lamotrigine through breast-feeding in this infant.,"[('lamotrigine', 'DRUG'), ('apnea', 'DISE')]","[(94, 105, 'DRUG'), (72, 77, 'DISE')]",1
We report a patient with chronic renal failure and ischemic heart disease who developed clinically significant methemoglobinemia after an axillary block with bupivacaine and additional injection of lidocaine in the operative field.,"[('bupivacaine', 'DRUG'), ('methemoglobinemia', 'DISE')]","[(158, 169, 'DRUG'), (111, 128, 'DISE')]",1
"BACKGROUND: Methotrexate (MTX) may induce liver damage, which in some psoriatics will lead to fibrosis or cirrhosis.","[('Methotrexate', 'DRUG'), ('fibrosis', 'DISE')]","[(12, 24, 'DRUG'), (94, 102, 'DISE')]",1
Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,"[('REENTRANT ARRHYTHMIAS', 'DISE'), ('ANTIARRHYTHMIC DRUGS', 'DRUG')]","[(54, 75, 'DISE'), (130, 155, 'DRUG')]",2
"In  type II (intermediate) spil muscular atrophy,  symptoms usually manifest between age 3 and 15 mo;  TYPE III SPIL MUSCULAR ATROPHY (WOHLFART KUGELBERG WELANDER DISEASE)  usually manifests between age 15 mo and 19 yr. Findings are similar to those of type I, but progression is slower and life expectancy is longer; some patients have a normal life span.","[('TYPE III SPIL MUSCULAR ATROPHY', 'DISE'), ('WOHLFART KUGELBERG WELANDER DISEASE', 'DRUG')]","[(105, 137, 'DISE'), (139, 174, 'DRUG')]",0
Premedication with CORTICOSTEROIDs is recommended before each administration of docetaxel to reduce FLUID RETENTION and hypersensitive reactions.,"[('FLUID RETENTION', 'DISE'), ('CORTICOSTEROID', 'DRUG')]","[(100, 115, 'DISE'), (19, 33, 'DRUG')]",2
Anaphylactoid reaction to 50% solution of dextrose.,"[('dextrose', 'DRUG'), ('Anaphylactoid reaction', 'DISE')]","[(42, 50, 'DRUG'), (0, 22, 'DISE')]",1
"However, the occurrence and management of akathisia induced by fluvoxamine have not been described.","[('fluvoxamine', 'DRUG'), ('akathisia', 'DISE')]","[(63, 74, 'DRUG'), (42, 51, 'DISE')]",1
"A patient with psoriasis is described who had an abnormal response to the glucose tolerance test without other evidence of diabetes and then developed postprandial hyperglycemia and glycosuria during a period of topical administration of a corticosteroid cream, halcinonide cream 0.1%, under occlusion.","[('halcinonide', 'DRUG'), ('postprandial hyperglycemia', 'DISE')]","[(262, 273, 'DRUG'), (151, 177, 'DISE')]",1
"Although isradipine has been associated with hepatocellular injury, there are no reports of fulminant liver failure with this agent, and our patient had been treated for >2 years without signs of toxicity.","[('isradipine', 'DRUG'), ('hepatocellular injury', 'DISE')]","[(9, 19, 'DRUG'), (45, 66, 'DISE')]",1
"Impaired ATR sigling is also observed in cell lines from additiol disorders characterized by microcephaly and growth delay, including non-ATR-SS, NIJMEGEN BREAKAGE SYNDROME, and MCPH1 (MICROCEPHALY, primary autosomal recessive, 1)-dependent primary microcephaly","[('MICROCEPHALY', 'DISE'), ('NIJMEGEN BREAKAGE SYNDROME', 'DRUG')]","[(189, 201, 'DISE'), (150, 176, 'DRUG')]",0
"Although myelosuppression is mild, immunosuppression and superinfection are potential hazards of treatment with DCF.","[('DCF', 'DRUG'), ('immunosuppression', 'DISE')]","[(112, 115, 'DRUG'), (35, 52, 'DISE')]",1
"Six of 13 outpatients with schizophrenia who participated in a ten-week open trial of risperidone had an initial good response to the medication followed by development of intolerable affect, including feelings of agitation and depression and periods of crying and insomnia.","[('risperidone', 'DRUG'), ('depression', 'DISE')]","[(86, 97, 'DRUG'), (228, 238, 'DISE')]",1
"Did the patients in these studies have TENSION HEADACHES MIGRAINE HEADACHES SOSINUS headaches, or CLUSTER HEADACHES","[('TENSION HEADACHES MIGRAINE HEADACHES SOSINUS', 'DISE'), ('CLUSTER HEADACHES', 'DRUG')]","[(39, 85, 'DISE'), (100, 125, 'DRUG')]",0
"Peck GL, Olsen TG, Butkus D et alISOTRETINOIN versus placebo in the treatment of CYSTIC ACNE: a randomized double blind study.","[('CYSTIC ACNE', 'DISE'), ('ISOTRETINOIN', 'DRUG')]","[(81, 92, 'DISE'), (33, 45, 'DRUG')]",2
Usefulness of antiplatelet drugs in the management of heparin-associated thrombocytopenia and thrombosis.,"[('heparin', 'DRUG'), ('thrombosis', 'DISE')]","[(54, 61, 'DRUG'), (94, 104, 'DISE')]",1
Patients may have dysuria and suprapubic pain that radiates to the tip of the penis and an INTERRUPTED URIRY STREAM BLADDER CARCINOMA  Usually presents as INTERMITTENT PAINLESS HEMATURIA,"[('INTERMITTENT PAINLESS HEMATURIA', 'DISE'), ('INTERRUPTED URIRY STREAM BLADDER CARCINOMA', 'SYMP')]","[(157, 188, 'DISE'), (91, 135, 'SYMP')]",1
"Respondents with overweight (AOR 1.44, 95%CI: 1.02-2.02), khat chewing (AOR3.31, 95%CI: 1.94-5.64), low fruit and/or vegetable consumption (AOR 1.27, 95%CI: 1.05-1.53) and those who do not use coffee and tea (AOR 1.52, 95%CI: 1.03-2.24) had significantly higher likelihood of hypertension.","[('coffee', 'FOOD'), ('hypertension', 'DISE')]","[(193, 199, 'FOOD'), (276, 288, 'DISE')]",2
"1]  Rex JH, Bennett JE, Sugar AM, Pappas PG, van der Horst CM, Edwards JE, et al. A randomized trial comparing flucozole with AMPHOTERICIN B for the treatment of candidemia in patients without NEUTROPENIA","[('NEUTROPENIA', 'DISE'), ('AMPHOTERICIN B', 'SYMP')]","[(195, 206, 'DISE'), (128, 142, 'SYMP')]",0
"Dietary polyphenols and other bioactive compounds in berries, curcumin, and tea have shown effects in ameliorating pain and inflammation in OA, but few clinical studies have been reported.","[('tea', 'FOOD'), ('pain', 'DISE')]","[(76, 79, 'FOOD'), (115, 119, 'DISE')]",2
"Anticoagulation with warfarin in patients with atrial fibrillation significantly reduces the risk of stroke; in one meta alysis, patients receiving WARFARIN had a third as many STROKES as did control subjects.","[('STROKES', 'DISE'), ('WARFARIN', 'DRUG')]","[(179, 186, 'DISE'), (150, 158, 'DRUG')]",2
"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA","[('HAEMOPHILIC ARTHROPATHY', 'DISE'), ('HAEMOPHILIA', 'SYMP')]","[(76, 99, 'DISE'), (117, 128, 'SYMP')]",1
"ROPIVACAINE was developed after bupivacaine was noted to be associated with CARDIAC ARREST, particularly in pregnt women.","[('CARDIAC ARREST', 'DISE'), ('ROPIVACAINE', 'DRUG')]","[(76, 90, 'DISE'), (0, 11, 'DRUG')]",0
CNS = CENTRAL NERVOUS SYSTEM; CT = computed tomography; CSF = cerebrospil fluid; HIV = human immunodeficiency virus; MRI = magnetic resonce imaging; MSA = MULTIPLE SYSTEM ATROPHY,"[('CENTRAL NERVOUS SYSTEM', 'DISE'), ('MULTIPLE SYSTEM ATROPHY', 'DRUG')]","[(6, 28, 'DISE'), (159, 190, 'DRUG')]",0
"Symptoms  Galactose 1 PHOSPHATE URIDYLYLTRANSFERASE GALACTOSEMIA is characterized by poor growth in children, mental retardation, speech abnormality, vision impairment (due to formation of cataract) and LIVER ENLARGEMENT (which may be fatal.","[('LIVER ENLARGEMENT', 'DISE'), ('1 PHOSPHATE URIDYLYLTRANSFERASE GALACTOSEMIA', 'SYMP')]","[(203, 220, 'DISE'), (20, 64, 'SYMP')]",1
"Kaplan SA, McConnell JD, Roehrborn CG, et al: Combition therapy with doxazosin and FISTERIDE for BENIGN PROSTATIC HYPERPLASIA in patients with lower uriry tract symptoms and a baseline total prostate volume of 25 Ml or greater.","[('BENIGN PROSTATIC HYPERPLASIA', 'DISE'), ('FISTERIDE', 'DRUG')]","[(101, 129, 'DISE'), (85, 96, 'DRUG')]",2
"CONCLUSIONS: Although mirtazapine offers clinicians a combination of strong efficacy and good safety, we suggest bearing SS in mind when prescribing this drug, especially in frail, elderly patients with underlying chronic conditions.","[('mirtazapine', 'DRUG'), ('SS', 'DISE')]","[(22, 33, 'DRUG'), (121, 123, 'DISE')]",1
"Hemorrhagic fever with rel syndrome   Along with Hantaan virus, other hantaviruses causing HFRS are Seoul virus, PUUMALA VIRUS and Dobrava/Belgrade virus.","[('HFRS', 'DISE'), ('PUUMALA VIRUS', 'SYMP')]","[(93, 97, 'DISE'), (115, 128, 'SYMP')]",1
"Sever P, Holzgreve H. Long term efficacy and tolerability of CANDESARTAN CILEXETIL in patients with mild to moderate HYPERTENSION","[('HYPERTENSION', 'DISE'), ('CANDESARTAN CILEXETIL', 'DRUG')]","[(117, 133, 'DISE'), (61, 82, 'DRUG')]",2
"In addition, ethambutol rarely causes visual loss during the early period or when given at lower doses.","[('ethambutol', 'DRUG'), ('visual loss', 'DISE')]","[(13, 23, 'DRUG'), (38, 49, 'DISE')]",1
"Staphylococcus aureus is the leading cause of clinical mastitis and is associated with persistent subclinical infections in ewes, significantly compromising the quality and quantity of milk productions.","[('mastitis', 'DISE'), ('milk', 'FOOD')]","[(55, 63, 'DISE'), (185, 189, 'FOOD')]",0
"Jenike JA, Hyman S, Baer L et al. A controlled trial of FLUVOXAMINE in OBSESSIVE COMPULSIVE DISORDER: implications for a serotonergic theory.","[('OBSESSIVE COMPULSIVE DISORDER', 'DISE'), ('FLUVOXAMINE', 'DRUG')]","[(71, 100, 'DISE'), (56, 67, 'DRUG')]",2
Although WARFARIN can prevent 65% of strokes in patients with AF its real world effectiveness averages only about 35%  (2).,"[('AF', 'DISE'), ('WARFARIN', 'DRUG')]","[(62, 64, 'DISE'), (9, 17, 'DRUG')]",2
"On July 16, 1998, the FDA approved the use of thalidomide for the treatment of LESIONs associated with ERYTHEMA NODOSUM LEPROSUM .","[('LESION', 'DISE'), ('ERYTHEMA NODOSUM LEPROSUM', 'DRUG')]","[(79, 85, 'DISE'), (103, 128, 'DRUG')]",0
Solid parts of the TUMOR often enhance with CONTRAST MRI finding on T1 and T2 weighted images are variable.,"[('TUMOR', 'DISE'), ('CONTRAST MRI', 'DRUG')]","[(19, 24, 'DISE'), (44, 56, 'DRUG')]",0
DRUG HYPERSENSITIVITY  DRUG HYPERSENSITIVITY is an immune mediated reaction to a DRUG,"[('DRUG HYPERSENSITIVITY', 'DISE'), ('DRUG', 'SYMP')]","[(0, 21, 'DISE'), (0, 4, 'SYMP')]",1
"20 ,   21 ,   22 ,   23 ,   24 ,   25 ,   40 ,   41 ,   42 ,   43 ,   44 ,   45   40% of patients who receive GABAPENTIN for PAIN associated with diabetic neuropathy obtain good pain relief","[('PAIN', 'DISE'), ('GABAPENTIN', 'DRUG')]","[(125, 129, 'DISE'), (110, 120, 'DRUG')]",2
METASTATIC BASAL CELL CARCINOMA to the bone in GORLIN SYNDROME,"[('METASTATIC BASAL CELL CARCINOMA', 'DISE'), ('GORLIN SYNDROME', 'SYMP')]","[(0, 31, 'DISE'), (47, 62, 'SYMP')]",1
"Humoral and fecal immunoglobulin A (IgA) responses have been correlated with protection against NV; however, the role of breast milk IgA against NV infection and associated diarrhea is still unknown.","[('breast milk IgA', 'FOOD'), ('NV infection', 'DISE')]","[(121, 136, 'FOOD'), (145, 157, 'DISE')]",0
"Excluding other causes, Pentasa-associated pancytopenia was considered.","[('Pentasa', 'DRUG'), ('pancytopenia', 'DISE')]","[(24, 31, 'DRUG'), (43, 55, 'DISE')]",1
